t,TWA,AWA,u,v,r,phi,p,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
0.65833,-85.04299,-81.26691,0.18425,3.13810,0.16196,-19.64472,-36.52349,-68.73309,-1.29133,3.16810,1.96447,0.00000,0.00000,0.00000,0.00000,none
0.66250,-85.08157,-81.35561,0.17922,3.14476,0.16127,-19.79679,-36.46881,-68.64439,-1.29633,3.16591,1.97968,0.00000,0.00000,0.00000,0.00000,none
0.66667,-85.11999,-81.44428,0.17420,3.15132,0.16057,-19.94863,-36.41288,-68.55572,-1.30133,3.16372,1.99486,0.00000,0.00000,0.00000,0.00000,none
0.67083,-85.15824,-81.53291,0.16920,3.15779,0.15985,-20.10023,-36.35571,-68.46709,-1.30633,3.16154,2.01002,0.00000,0.00000,0.00000,0.00000,none
0.67500,-85.19631,-81.62149,0.16422,3.16416,0.15911,-20.25159,-36.29731,-68.37851,-1.31132,3.15936,2.02516,0.00000,0.00000,0.00000,0.00000,none
0.67917,-85.23421,-81.71000,0.15924,3.17044,0.15835,-20.40271,-36.23771,-68.29000,-1.31632,3.15718,2.04027,0.00000,0.00000,0.00000,0.00000,none
0.68333,-85.27192,-81.79845,0.15428,3.17663,0.15757,-20.55357,-36.17690,-68.20155,-1.32130,3.15501,2.05536,0.00000,0.00000,0.00000,0.00000,none
0.68750,-85.30944,-81.88682,0.14933,3.18272,0.15677,-20.70418,-36.11492,-68.11318,-1.32628,3.15284,2.07042,0.00000,0.00000,0.00000,0.00000,none
0.69167,-85.34677,-81.97509,0.14439,3.18872,0.15596,-20.85453,-36.05177,-68.02491,-1.33126,3.15068,2.08545,0.00000,0.00000,0.00000,0.00000,none
0.69583,-85.38390,-82.06327,0.13946,3.19463,0.15512,-21.00461,-35.98744,-67.93673,-1.33603,3.14806,2.10046,0.00000,0.00000,0.00000,0.00000,none
0.70000,-85.42083,-82.15136,0.13454,3.20044,0.15427,-21.15442,-35.92191,-67.84864,-1.34072,3.14527,2.11544,0.00000,0.00000,0.00000,0.00000,none
0.70417,-85.45756,-82.23934,0.12963,3.20617,0.15339,-21.30396,-35.85518,-67.76066,-1.34541,3.14249,2.13040,0.00000,0.00000,0.00000,0.00000,none
0.70833,-85.49407,-82.32721,0.12473,3.21180,0.15250,-21.45321,-35.78727,-67.67279,-1.35008,3.13972,2.14532,0.00000,0.00000,0.00000,0.00000,none
0.71250,-85.53037,-82.41495,0.11984,3.21735,0.15159,-21.60218,-35.71820,-67.58505,-1.35476,3.13696,2.16022,0.00000,0.00000,0.00000,0.00000,none
0.71667,-85.56645,-82.50256,0.11496,3.22280,0.15066,-21.75086,-35.64798,-67.49744,-1.35942,3.13422,2.17509,0.00000,0.00000,0.00000,0.00000,none
0.72083,-85.60230,-82.59003,0.11009,3.22817,0.14971,-21.89925,-35.57662,-67.40997,-1.36408,3.13148,2.18992,0.00000,0.00000,0.00000,0.00000,none
0.72500,-85.63793,-82.67734,0.10522,3.23345,0.14874,-22.04733,-35.50413,-67.32266,-1.36872,3.12876,2.20473,0.00000,0.00000,0.00000,0.00000,none
0.72917,-85.67332,-82.76450,0.10037,3.23864,0.14776,-22.19511,-35.43054,-67.23550,-1.37336,3.12605,2.21951,0.00000,0.00000,0.00000,0.00000,none
0.73333,-85.70847,-82.85149,0.09552,3.24375,0.14676,-22.34259,-35.35585,-67.14851,-1.37799,3.12335,2.23426,0.00000,0.00000,0.00000,0.00000,none
0.73750,-85.74339,-82.93830,0.09067,3.24877,0.14573,-22.48974,-35.28008,-67.06170,-1.38262,3.12066,2.24897,0.00000,0.00000,0.00000,0.00000,none
0.74167,-85.77806,-83.02493,0.08584,3.25371,0.14469,-22.63659,-35.20324,-66.97507,-1.38723,3.11798,2.26366,0.00000,0.00000,0.00000,0.00000,none
0.74583,-85.81247,-83.11136,0.08101,3.25857,0.14364,-22.78310,-35.12534,-66.88864,-1.39183,3.11532,2.27831,0.00000,0.00000,0.00000,0.00000,none
0.75000,-85.84664,-83.19758,0.07619,3.26335,0.14256,-22.92929,-35.04641,-66.80242,-1.39642,3.11267,2.29293,0.00000,0.00000,0.00000,0.00000,none
0.75417,-85.88054,-83.28360,0.07137,3.26804,0.14146,-23.07516,-34.96644,-66.71640,-1.40100,3.11003,2.30752,0.00000,0.00000,0.00000,0.00000,none
0.75833,-85.91418,-83.36939,0.06656,3.27266,0.14035,-23.22068,-34.88546,-66.63061,-1.40556,3.10740,2.32207,0.00000,0.00000,0.00000,0.00000,none
0.76250,-85.94755,-83.45496,0.06176,3.27720,0.13922,-23.36587,-34.80348,-66.54504,-1.41012,3.10478,2.33659,0.00000,0.00000,0.00000,0.00000,none
0.76667,-85.98065,-83.54029,0.05695,3.28166,0.13807,-23.51071,-34.72051,-66.45971,-1.41466,3.10218,2.35107,0.00000,0.00000,0.00000,0.00000,none
0.77083,-86.01347,-83.62538,0.05216,3.28604,0.13691,-23.65520,-34.63656,-66.37462,-1.41919,3.09959,2.36552,0.00000,0.00000,0.00000,0.00000,none
0.77500,-86.04602,-83.71021,0.04737,3.29035,0.13572,-23.79934,-34.55164,-66.28979,-1.42371,3.09701,2.37993,0.00000,0.00000,0.00000,0.00000,none
0.77917,-86.07828,-83.79479,0.04258,3.29458,0.13452,-23.94313,-34.46577,-66.20521,-1.42821,3.09445,2.39431,0.00000,0.00000,0.00000,0.00000,none
0.78333,-86.11025,-83.87909,0.03779,3.29873,0.13330,-24.08656,-34.37896,-66.12091,-1.43270,3.09190,2.40866,0.00000,0.00000,0.00000,0.00000,none
0.78750,-86.14192,-83.96312,0.03301,3.30282,0.13207,-24.22962,-34.29122,-66.03688,-1.43717,3.08936,2.42296,0.00000,0.00000,0.00000,0.00000,none
0.79167,-86.17330,-84.04687,0.02823,3.30683,0.13081,-24.37232,-34.20256,-65.95313,-1.44146,3.08649,2.43723,0.00000,0.00000,0.00000,0.00000,none
0.79583,-86.20438,-84.13034,0.02345,3.31076,0.12954,-24.51464,-34.11293,-65.86966,-1.44561,3.08336,2.45146,0.00000,0.00000,0.00000,0.00000,none
0.80000,-86.23515,-84.21352,0.01868,3.31462,0.12825,-24.65659,-34.02236,-65.78648,-1.44975,3.08026,2.46566,0.00000,0.00000,0.00000,0.00000,none
0.80417,-86.26562,-84.29641,0.01390,3.31841,0.12695,-24.79816,-33.93084,-65.70359,-1.45387,3.07717,2.47982,0.00000,0.00000,0.00000,0.00000,none
0.80833,-86.29577,-84.37899,0.00913,3.32213,0.12563,-24.93935,-33.83839,-65.62101,-1.45798,3.07410,2.49393,0.00000,0.00000,0.00000,0.00000,none
0.81250,-86.32560,-84.46127,0.00435,3.32577,0.12429,-25.08015,-33.74503,-65.53873,-1.46207,3.07106,2.50801,0.00000,0.00000,0.00000,0.00000,none
0.81667,-86.35511,-84.50835,0.00366,3.32934,0.12294,-25.22055,-33.65077,-65.49165,-1.46441,3.06932,2.52206,0.00000,0.00000,0.00000,0.00000,none
0.82083,-86.38429,-84.55520,0.00295,3.33285,0.12157,-25.36057,-33.55583,-65.44480,-1.46674,3.06759,2.53606,0.00000,0.00000,0.00000,0.00000,none
0.82500,-86.41315,-84.60182,0.00223,3.33629,0.12019,-25.50018,-33.46021,-65.39818,-1.46905,3.06588,2.55002,0.00000,0.00000,0.00000,0.00000,none
0.82917,-86.44168,-84.57823,0.00967,3.33966,0.11881,-25.63940,-33.36414,-65.42177,-1.46788,3.06674,2.56394,0.00000,0.00000,0.00000,0.00000,none
0.83333,-86.46988,-84.65989,0.00475,3.34298,0.11743,-25.77822,-33.26762,-65.34011,-1.47194,3.06374,2.57782,0.00000,0.00000,0.00000,0.00000,none
0.83750,-86.49775,-84.70595,0.00395,3.34623,0.11603,-25.91663,-33.17024,-65.29405,-1.47423,3.06205,2.59166,0.00000,0.00000,0.00000,0.00000,none
0.84167,-86.52528,-84.75175,0.00313,3.34941,0.11462,-26.05464,-33.07222,-65.24825,-1.47651,3.06037,2.60546,0.00000,0.00000,0.00000,0.00000,none
0.84583,-86.55247,-84.79728,0.00229,3.35253,0.11319,-26.19223,-32.97358,-65.20272,-1.47877,3.05870,2.61922,0.00000,0.00000,0.00000,0.00000,none
0.85000,-86.57933,-84.77187,0.00968,3.35560,0.11177,-26.32942,-32.87453,-65.22813,-1.47751,3.05963,2.63294,0.00000,0.00000,0.00000,0.00000,none
0.85417,-86.60584,-84.85277,0.00462,3.35861,0.11034,-26.46619,-32.77507,-65.14723,-1.48153,3.05668,2.64662,0.00000,0.00000,0.00000,0.00000,none
0.85833,-86.63201,-84.89768,0.00371,3.36155,0.10890,-26.60254,-32.67480,-65.10232,-1.48376,3.05504,2.66025,0.00000,0.00000,0.00000,0.00000,none
0.86250,-86.65784,-84.94230,0.00278,3.36444,0.10745,-26.73848,-32.57394,-65.05770,-1.48598,3.05341,2.67385,0.00000,0.00000,0.00000,0.00000,none
0.86667,-86.68331,-84.98665,0.00183,3.36726,0.10599,-26.87399,-32.47250,-65.01335,-1.48819,3.05180,2.68740,0.00000,0.00000,0.00000,0.00000,none
0.87083,-86.70844,-84.95936,0.00916,3.37003,0.10452,-27.00908,-32.37068,-65.04064,-1.48683,3.05279,2.70091,0.00000,0.00000,0.00000,0.00000,none
0.87500,-86.73322,-85.03935,0.00396,3.37275,0.10306,-27.14374,-32.26851,-64.96065,-1.49081,3.04988,2.71437,0.00000,0.00000,0.00000,0.00000,none
0.87917,-86.75765,-85.08299,0.00294,3.37541,0.10158,-27.27798,-32.16557,-64.91701,-1.49298,3.04830,2.72780,0.00000,0.00000,0.00000,0.00000,none
0.88333,-86.78172,-85.12634,0.00189,3.37802,0.10009,-27.41179,-32.06207,-64.87366,-1.49513,3.04673,2.74118,0.00000,0.00000,0.00000,0.00000,none
0.88750,-86.80544,-85.09756,0.00917,3.38057,0.09860,-27.54517,-31.95824,-64.90244,-1.49370,3.04777,2.75452,0.00000,0.00000,0.00000,0.00000,none
0.89167,-86.82880,-85.17676,0.00385,3.38307,0.09711,-27.67811,-31.85408,-64.82324,-1.49764,3.04491,2.76781,0.00000,0.00000,0.00000,0.00000,none
0.89583,-86.85180,-85.21937,0.00273,3.38551,0.09560,-27.81062,-31.74918,-64.78063,-1.49976,3.04337,2.78106,0.00000,0.00000,0.00000,0.00000,none
0.90000,-86.87444,-85.26166,0.00159,3.38790,0.09408,-27.94269,-31.64377,-64.73834,-1.50186,3.04184,2.79427,0.00000,0.00000,0.00000,0.00000,none
0.90417,-86.89672,-85.23136,0.00881,3.39024,0.09257,-28.07431,-31.53805,-64.76864,-1.50035,3.04293,2.80743,0.00000,0.00000,0.00000,0.00000,none
0.90833,-86.91864,-85.30969,0.00338,3.39254,0.09106,-28.20550,-31.43203,-64.69031,-1.50425,3.04011,2.82055,0.00000,0.00000,0.00000,0.00000,none
0.91250,-86.94020,-85.35121,0.00216,3.39478,0.08953,-28.33625,-31.32531,-64.64879,-1.50631,3.03862,2.83362,0.00000,0.00000,0.00000,0.00000,none
0.91667,-86.96139,-85.31980,0.00933,3.39697,0.08800,-28.46655,-31.21830,-64.68020,-1.50475,3.03975,2.84665,0.00000,0.00000,0.00000,0.00000,none
0.92083,-86.98221,-85.39749,0.00381,3.39912,0.08647,-28.59640,-31.11102,-64.60251,-1.50861,3.03695,2.85964,0.00000,0.00000,0.00000,0.00000,none
0.92500,-87.00267,-85.43819,0.00251,3.40121,0.08493,-28.72580,-31.00305,-64.56181,-1.51064,3.03549,2.87258,0.00000,0.00000,0.00000,0.00000,none
0.92917,-87.02276,-85.40567,0.00963,3.40326,0.08338,-28.85476,-30.89483,-64.59433,-1.50902,3.03666,2.88548,0.00000,0.00000,0.00000,0.00000,none
0.93333,-87.04249,-85.48267,0.00402,3.40527,0.08184,-28.98326,-30.78634,-64.51733,-1.51285,3.03390,2.89833,0.00000,0.00000,0.00000,0.00000,none
0.93750,-87.06184,-85.52254,0.00264,3.40722,0.08029,-29.11131,-30.67720,-64.47746,-1.51483,3.03247,2.91113,0.00000,0.00000,0.00000,0.00000,none
0.94167,-87.08082,-85.48891,0.00970,3.40913,0.07874,-29.23890,-30.56782,-64.51109,-1.51316,3.03367,2.92389,0.00000,0.00000,0.00000,0.00000,none
0.94583,-87.09943,-85.56519,0.00400,3.41101,0.07718,-29.36604,-30.45820,-64.43481,-1.51695,3.03094,2.93660,0.00000,0.00000,0.00000,0.00000,none
0.95000,-87.11767,-85.60419,0.00255,3.41283,0.07562,-29.49272,-30.34794,-64.39581,-1.51889,3.02955,2.94927,0.00000,0.00000,0.00000,0.00000,none
0.95417,-87.13554,-85.56944,0.00955,3.41461,0.07406,-29.61894,-30.23746,-64.43056,-1.51716,3.03079,2.96189,0.00000,0.00000,0.00000,0.00000,none
0.95833,-87.15303,-85.64497,0.00376,3.41635,0.07250,-29.74470,-30.12677,-64.35503,-1.52092,3.02809,2.97447,0.00000,0.00000,0.00000,0.00000,none
0.96250,-87.17015,-85.68310,0.00223,3.41804,0.07092,-29.87000,-30.01545,-64.31690,-1.52281,3.02673,2.98700,0.00000,0.00000,0.00000,0.00000,none
0.96667,-87.18690,-85.64721,0.00917,3.41969,0.06935,-29.99483,-29.90394,-64.35279,-1.52103,3.02801,2.99948,0.00000,0.00000,0.00000,0.00000,none
0.97083,-87.20327,-85.72197,0.00330,3.42131,0.06778,-30.11920,-29.79223,-64.27803,-1.52474,3.02535,3.01192,0.00000,0.00000,0.00000,0.00000,none
0.97500,-87.21926,-85.75919,0.00169,3.42287,0.06620,-30.24310,-29.67992,-64.24081,-1.52659,3.02402,3.02431,0.00000,0.00000,0.00000,0.00000,none
0.97917,-87.23487,-85.72218,0.00857,3.42440,0.06462,-30.36653,-29.56743,-64.27782,-1.52475,3.02534,3.03665,0.00000,0.00000,0.00000,0.00000,none
0.98333,-87.25011,-85.79613,0.00261,3.42590,0.06305,-30.48949,-29.45477,-64.20387,-1.52843,3.02271,3.04895,0.00000,0.00000,0.00000,0.00000,none
0.98750,-87.26498,-85.75843,0.00944,3.42735,0.06147,-30.61198,-29.34172,-64.24157,-1.52656,3.02405,3.06120,0.00000,0.00000,0.00000,0.00000,none
0.99167,-87.27946,-85.83189,0.00342,3.42877,0.05989,-30.73401,-29.22851,-64.16811,-1.53021,3.02144,3.07340,0.00000,0.00000,0.00000,0.00000,none
0.99583,-87.29357,-85.86764,0.00167,3.43015,0.05830,-30.85556,-29.11474,-64.13236,-1.53199,3.02017,3.08556,0.00000,0.00000,0.00000,0.00000,none
1.00000,-87.30730,-85.82881,0.00844,3.43148,0.05672,-30.97663,-29.00082,-64.17119,-1.53006,3.02155,3.09766,0.00000,0.00000,0.00000,0.00000,none
1.00417,-87.32065,-85.90143,0.00233,3.43279,0.05514,-31.09723,-28.88674,-64.09857,-1.53367,3.01897,3.10972,0.00000,0.00000,0.00000,0.00000,none
1.00833,-87.33363,-85.86191,0.00905,3.43406,0.05355,-31.21735,-28.77232,-64.13809,-1.53170,3.02037,3.12174,0.00000,0.00000,0.00000,0.00000,none
1.01250,-87.34622,-85.93403,0.00288,3.43530,0.05197,-31.33700,-28.65777,-64.06597,-1.53529,3.01782,3.13370,0.00000,0.00000,0.00000,0.00000,none
1.01667,-87.35844,-85.89382,0.00955,3.43649,0.05039,-31.45617,-28.54288,-64.10618,-1.53329,3.01924,3.14562,0.00000,0.00000,0.00000,0.00000,none
1.02083,-87.37028,-85.96542,0.00331,3.43766,0.04881,-31.57486,-28.42786,-64.03458,-1.53685,3.01671,3.15749,0.00000,0.00000,0.00000,0.00000,none
1.02500,-87.38175,-85.99908,0.00137,3.43879,0.04722,-31.69306,-28.31232,-64.00092,-1.53852,3.01552,3.16931,0.00000,0.00000,0.00000,0.00000,none
1.02917,-87.39283,-85.95776,0.00798,3.43988,0.04564,-31.81079,-28.19665,-64.04224,-1.53647,3.01698,3.18108,0.00000,0.00000,0.00000,0.00000,none
1.03333,-87.40354,-86.02847,0.00165,3.44095,0.04406,-31.92804,-28.08088,-63.97153,-1.53987,3.01426,3.19280,0.00000,0.00000,0.00000,0.00000,none
1.03750,-87.41387,-85.98647,0.00821,3.44198,0.04248,-32.04480,-27.96478,-64.01353,-1.53789,3.01596,3.20448,0.00000,0.00000,0.00000,0.00000,none
1.04167,-87.42382,-86.05664,0.00183,3.44298,0.04090,-32.16108,-27.84860,-63.94336,-1.54115,3.01304,3.21611,0.00000,0.00000,0.00000,0.00000,none
1.04583,-87.43340,-86.01397,0.00833,3.44394,0.03932,-32.27687,-27.73210,-63.98603,-1.53920,3.01488,3.22769,0.00000,0.00000,0.00000,0.00000,none
1.05000,-87.44260,-86.08361,0.00188,3.44488,0.03775,-32.39218,-27.61551,-63.91639,-1.54238,3.01188,3.23922,0.00000,0.00000,0.00000,0.00000,none
1.05417,-87.45143,-86.04026,0.00834,3.44578,0.03618,-32.50700,-27.49862,-63.95974,-1.54040,3.01375,3.25070,0.00000,0.00000,0.00000,0.00000,none
1.05833,-87.45988,-86.10936,0.00183,3.44666,0.03461,-32.62133,-27.38166,-63.89064,-1.54356,3.01077,3.26213,0.00000,0.00000,0.00000,0.00000,none
1.06250,-87.46795,-86.06534,0.00823,3.44750,0.03304,-32.73518,-27.26440,-63.93466,-1.54155,3.01267,3.27352,0.00000,0.00000,0.00000,0.00000,none
1.06667,-87.47565,-86.13389,0.00166,3.44832,0.03148,-32.84854,-27.14708,-63.86611,-1.54467,3.00971,3.28485,0.00000,0.00000,0.00000,0.00000,none
1.07083,-87.48298,-86.08921,0.00801,3.44911,0.02991,-32.96140,-27.02947,-63.91079,-1.54264,3.01164,3.29614,0.00000,0.00000,0.00000,0.00000,none
1.07500,-87.48994,-86.15721,0.00138,3.44987,0.02835,-33.07378,-26.91180,-63.84279,-1.54574,3.00871,3.30738,0.00000,0.00000,0.00000,0.00000,none
1.07917,-87.49652,-86.11187,0.00768,3.45060,0.02679,-33.18567,-26.79387,-63.88813,-1.54367,3.01066,3.31857,0.00000,0.00000,0.00000,0.00000,none
1.08333,-87.50273,-86.17932,0.00099,3.45130,0.02524,-33.29706,-26.67588,-63.82068,-1.54675,3.00776,3.32971,0.00000,0.00000,0.00000,0.00000,none
1.08750,-87.50857,-86.13332,0.00724,3.45197,0.02369,-33.40797,-26.55764,-63.86668,-1.54465,3.00974,3.34080,0.00000,0.00000,0.00000,0.00000,none
1.09167,-87.51404,-86.20020,0.00048,3.45263,0.02214,-33.51838,-26.43936,-63.79980,-1.54770,3.00687,3.35184,0.00000,0.00000,0.00000,0.00000,none
1.09583,-87.51915,-86.15355,0.00668,3.45324,0.02059,-33.62830,-26.32082,-63.84645,-1.54557,3.00887,3.36283,0.00000,0.00000,0.00000,0.00000,none
1.10000,-87.52388,-86.18213,0.00419,3.45385,0.01905,-33.73772,-26.20226,-63.81787,-1.54687,3.00764,3.37377,0.00000,0.00000,0.00000,0.00000,none
1.10417,-87.52824,-86.21033,0.00169,3.45442,0.01751,-33.84665,-26.08345,-63.78967,-1.54816,3.00643,3.38466,0.00000,0.00000,0.00000,0.00000,none
1.10833,-87.53224,-86.16280,0.00779,3.45496,0.01598,-33.95508,-25.96463,-63.83720,-1.54599,3.00847,3.39551,0.00000,0.00000,0.00000,0.00000,none
1.11250,-87.53587,-86.22837,0.00088,3.45549,0.01446,-34.06302,-25.84579,-63.77163,-1.54898,3.00566,3.40630,0.00000,0.00000,0.00000,0.00000,none
1.11667,-87.53914,-86.18020,0.00694,3.45599,0.01293,-34.17046,-25.72673,-63.81980,-1.54679,3.00772,3.41705,0.00000,0.00000,0.00000,0.00000,none
1.12083,-87.54205,-86.20740,0.00430,3.45647,0.01141,-34.27741,-25.60766,-63.79260,-1.54803,3.00656,3.42774,0.00000,0.00000,0.00000,0.00000,none
1.12500,-87.54459,-86.23422,0.00164,3.45692,0.00990,-34.38386,-25.48836,-63.76578,-1.54925,3.00541,3.43839,0.00000,0.00000,0.00000,0.00000,none
1.12917,-87.54678,-86.18520,0.00761,3.45735,0.00839,-34.48981,-25.36908,-63.81480,-1.54701,3.00751,3.44898,0.00000,0.00000,0.00000,0.00000,none
1.13333,-87.54860,-86.24944,0.00055,3.45777,0.00689,-34.59527,-25.24980,-63.75056,-1.54995,3.00476,3.45953,0.00000,0.00000,0.00000,0.00000,none
1.13750,-87.55007,-86.19980,0.00646,3.45815,0.00539,-34.70023,-25.13031,-63.80020,-1.54768,3.00688,3.47002,0.00000,0.00000,0.00000,0.00000,none
1.14167,-87.55118,-86.22562,0.00367,3.45852,0.00390,-34.80469,-25.01083,-63.77438,-1.54886,3.00578,3.48047,0.00000,0.00000,0.00000,0.00000,none
1.14583,-87.55193,-86.25106,0.00087,3.45886,0.00241,-34.90865,-24.89116,-63.74894,-1.55002,3.00469,3.49087,0.00000,0.00000,0.00000,0.00000,none
1.15000,-87.55233,-86.20058,0.00670,3.45918,0.00093,-35.01212,-24.77151,-63.79942,-1.54772,3.00685,3.50121,0.00000,0.00000,0.00000,0.00000,none
1.15417,-87.55237,-86.22563,0.00382,3.45949,-0.00055,-35.11508,-24.65188,-63.77437,-1.54886,3.00578,3.51151,0.00000,0.00000,0.00000,0.00000,none
1.15833,-87.55207,-86.25029,0.00092,3.45978,-0.00202,-35.21755,-24.53207,-63.74971,-1.54998,3.00472,3.52175,0.00000,0.00000,0.00000,0.00000,none
1.16250,-87.55141,-86.19900,0.00666,3.46004,-0.00348,-35.31952,-24.41230,-63.80100,-1.54764,3.00692,3.53195,0.00000,0.00000,0.00000,0.00000,none
1.16667,-87.55041,-86.22326,0.00369,3.46029,-0.00493,-35.42098,-24.29256,-63.77674,-1.54875,3.00588,3.54210,0.00000,0.00000,0.00000,0.00000,none
1.17083,-87.54906,-86.24715,0.00071,3.46052,-0.00639,-35.52195,-24.17265,-63.75285,-1.54984,3.00485,3.55220,0.00000,0.00000,0.00000,0.00000,none
1.17500,-87.54736,-86.19506,0.00636,3.46073,-0.00783,-35.62242,-24.05278,-63.80494,-1.54746,3.00709,3.56224,0.00000,0.00000,0.00000,0.00000,none
1.17917,-87.54532,-86.21856,0.00330,3.46092,-0.00926,-35.72239,-23.93296,-63.78144,-1.54854,3.00608,3.57224,0.00000,0.00000,0.00000,0.00000,none
1.18333,-87.54294,-86.16607,0.00888,3.46110,-0.01068,-35.82186,-23.81319,-63.83393,-1.54614,3.00833,3.58219,0.00000,0.00000,0.00000,0.00000,none
1.18750,-87.54022,-86.22710,0.00141,3.46127,-0.01209,-35.92084,-23.69348,-63.77290,-1.54893,3.00571,3.59208,0.00000,0.00000,0.00000,0.00000,none
1.19167,-87.53717,-86.17403,0.00694,3.46140,-0.01350,-36.01931,-23.57360,-63.82597,-1.54651,3.00799,3.60193,0.00000,0.00000,0.00000,0.00000,none
1.19583,-87.53378,-86.19659,0.00376,3.46153,-0.01490,-36.11728,-23.45379,-63.80341,-1.54753,3.00702,3.61173,0.00000,0.00000,0.00000,0.00000,none
1.20000,-87.53005,-86.14314,0.00922,3.46165,-0.01629,-36.21476,-23.33404,-63.85686,-1.54510,3.00932,3.62148,0.00000,0.00000,0.00000,0.00000,none
1.20417,-87.52600,-86.20325,0.00162,3.46175,-0.01767,-36.31173,-23.21435,-63.79675,-1.54784,3.00674,3.63117,0.00000,0.00000,0.00000,0.00000,none
1.20833,-87.52162,-86.14923,0.00703,3.46183,-0.01905,-36.40821,-23.09452,-63.85077,-1.54537,3.00905,3.64082,0.00000,0.00000,0.00000,0.00000,none
1.21250,-87.51691,-86.17087,0.00373,3.46189,-0.02042,-36.50419,-22.97477,-63.82913,-1.54636,3.00813,3.65042,0.00000,0.00000,0.00000,0.00000,none
1.21667,-87.51187,-86.11649,0.00907,3.46195,-0.02177,-36.59967,-22.85509,-63.88351,-1.54388,3.01046,3.65997,0.00000,0.00000,0.00000,0.00000,none
1.22083,-87.50651,-86.17569,0.00135,3.46199,-0.02312,-36.69465,-22.73549,-63.82431,-1.54658,3.00792,3.66946,0.00000,0.00000,0.00000,0.00000,none
1.22500,-87.50083,-86.12076,0.00664,3.46200,-0.02446,-36.78913,-22.61575,-63.87924,-1.54408,3.01028,3.67891,0.00000,0.00000,0.00000,0.00000,none
1.22917,-87.49483,-86.14149,0.00322,3.46201,-0.02580,-36.88311,-22.49610,-63.85851,-1.54502,3.00939,3.68831,0.00000,0.00000,0.00000,0.00000,none
1.23333,-87.48852,-86.08622,0.00844,3.46201,-0.02712,-36.97660,-22.37654,-63.91378,-1.54250,3.01177,3.69766,0.00000,0.00000,0.00000,0.00000,none
1.23750,-87.48189,-86.14452,0.00061,3.46200,-0.02843,-37.06959,-22.25706,-63.85548,-1.54516,3.00926,3.70696,0.00000,0.00000,0.00000,0.00000,none
1.24167,-87.47494,-86.08871,0.00579,3.46196,-0.02975,-37.16207,-22.13747,-63.91129,-1.54261,3.01166,3.71621,0.00000,0.00000,0.00000,0.00000,none
1.24583,-87.46769,-86.10857,0.00225,3.46192,-0.03105,-37.25407,-22.01797,-63.89143,-1.54352,3.01080,3.72541,0.00000,0.00000,0.00000,0.00000,none
1.25000,-87.46012,-86.05242,0.00735,3.46186,-0.03234,-37.34556,-21.89857,-63.94758,-1.54096,3.01322,3.73456,0.00000,0.00000,0.00000,0.00000,none
1.25417,-87.45225,-86.07194,0.00375,3.46179,-0.03361,-37.43655,-21.77927,-63.92806,-1.54185,3.01238,3.74366,0.00000,0.00000,0.00000,0.00000,none
1.25833,-87.44407,-86.01547,0.00879,3.46172,-0.03488,-37.52705,-21.66007,-63.98453,-1.53927,3.01482,3.75271,0.00000,0.00000,0.00000,0.00000,none
1.26250,-87.43560,-86.07257,0.00078,3.46163,-0.03613,-37.61705,-21.54098,-63.92743,-1.54188,3.01235,3.76171,0.00000,0.00000,0.00000,0.00000,none
1.26667,-87.42682,-86.01560,0.00577,3.46152,-0.03739,-37.70656,-21.42178,-63.98440,-1.53928,3.01481,3.77066,0.00000,0.00000,0.00000,0.00000,none
1.27083,-87.41775,-86.03428,0.00205,3.46141,-0.03863,-37.79557,-21.30269,-63.96572,-1.54013,3.01400,3.77956,0.00000,0.00000,0.00000,0.00000,none
1.27500,-87.40838,-85.97700,0.00698,3.46128,-0.03986,-37.88408,-21.18371,-64.02300,-1.53742,3.01630,3.78841,0.00000,0.00000,0.00000,0.00000,none
1.27917,-87.39872,-85.99536,0.00320,3.46115,-0.04108,-37.97210,-21.06485,-64.00464,-1.53834,3.01565,3.79721,0.00000,0.00000,0.00000,0.00000,none
1.28333,-87.38876,-85.93778,0.00806,3.46101,-0.04229,-38.05962,-20.94609,-64.06222,-1.53547,3.01769,3.80596,0.00000,0.00000,0.00000,0.00000,none
1.28750,-87.37853,-85.95584,0.00421,3.46086,-0.04348,-38.14665,-20.82744,-64.04416,-1.53637,3.01705,3.81467,0.00000,0.00000,0.00000,0.00000,none
1.29167,-87.36800,-85.97355,0.00036,3.46069,-0.04468,-38.23319,-20.70872,-64.02645,-1.53725,3.01642,3.82332,0.00000,0.00000,0.00000,0.00000,none
1.29583,-87.35719,-85.91536,0.00514,3.46051,-0.04586,-38.31923,-20.59011,-64.08464,-1.53436,3.01848,3.83192,0.00000,0.00000,0.00000,0.00000,none
1.30000,-87.34611,-85.93278,0.00122,3.46033,-0.04704,-38.40477,-20.47161,-64.06722,-1.53522,3.01786,3.84048,0.00000,0.00000,0.00000,0.00000,none
