t,TWA,AWA,u,v,r,phi,p,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
0.00000,,,1.00000,0.00000,0.00000,0.00000,0.00000,,,,0.00000,,,,,none
0.00417,-80.00047,-74.41253,0.99899,0.04273,0.00393,-0.00172,-0.82395,-75.58747,-0.88129,3.27237,0.00017,0.00000,0.00000,0.00000,0.00000,none
0.00833,-80.00187,-74.35726,0.99783,0.08421,0.00783,-0.00685,-1.63888,-75.64274,-0.87784,3.27266,0.00069,0.00000,0.00000,0.00000,0.00000,none
0.01250,-80.00421,-74.30551,0.99646,0.12445,0.01170,-0.01536,-2.44481,-75.69449,-0.87462,3.27293,0.00154,0.00000,0.00000,0.00000,0.00000,none
0.01667,-80.00746,-74.25757,0.99482,0.16349,0.01554,-0.02721,-3.24177,-75.74243,-0.87163,3.27318,0.00272,0.00000,0.00000,0.00000,0.00000,none
0.02083,-80.01162,-74.21370,0.99287,0.20135,0.01936,-0.04237,-4.02978,-75.78630,-0.86889,3.27340,0.00424,0.00000,0.00000,0.00000,0.00000,none
0.02500,-80.01670,-74.17416,0.99057,0.23807,0.02314,-0.06078,-4.80885,-75.82584,-0.86643,3.27360,0.00608,0.00000,0.00000,0.00000,0.00000,none
0.02917,-80.02267,-74.13915,0.98788,0.27366,0.02690,-0.08243,-5.57900,-75.86085,-0.86424,3.27377,0.00824,0.00000,0.00000,0.00000,0.00000,none
0.03333,-80.02953,-74.10685,0.98495,0.30879,0.03058,-0.10726,-6.34021,-75.89315,-0.86223,3.27393,0.01073,0.00000,0.00000,0.00000,0.00000,none
0.03750,-80.03726,-74.07473,0.98201,0.34425,0.03413,-0.13525,-7.09231,-75.92527,-0.86023,3.27409,0.01353,0.00000,0.00000,0.00000,0.00000,none
0.04167,-80.04582,-74.04310,0.97905,0.37988,0.03757,-0.16635,-7.83512,-75.95690,-0.85825,3.27424,0.01664,0.00000,0.00000,0.00000,0.00000,none
0.04583,-80.05519,-74.01225,0.97604,0.41552,0.04089,-0.20053,-8.56848,-75.98775,-0.85633,3.27439,0.02005,0.00000,0.00000,0.00000,0.00000,none
0.05000,-80.06534,-73.98237,0.97299,0.45110,0.04412,-0.23774,-9.29225,-76.01763,-0.85445,3.27447,0.02377,0.00000,0.00000,0.00000,0.00000,none
0.05417,-80.07625,-73.95360,0.96987,0.48655,0.04726,-0.27795,-10.00631,-76.04640,-0.85264,3.27452,0.02780,0.00000,0.00000,0.00000,0.00000,none
0.05833,-80.08790,-73.92603,0.96669,0.52181,0.05032,-0.32112,-10.71055,-76.07397,-0.85089,3.27456,0.03211,0.00000,0.00000,0.00000,0.00000,none
0.06250,-80.10027,-73.89974,0.96345,0.55686,0.05330,-0.36719,-11.40487,-76.10026,-0.84923,3.27460,0.03672,0.00000,0.00000,0.00000,0.00000,none
0.06667,-80.11334,-73.87478,0.96013,0.59167,0.05620,-0.41614,-12.08919,-76.12522,-0.84766,3.27464,0.04161,0.00000,0.00000,0.00000,0.00000,none
0.07083,-80.12710,-73.85120,0.95674,0.62623,0.05904,-0.46792,-12.76344,-76.14880,-0.84617,3.27467,0.04679,0.00000,0.00000,0.00000,0.00000,none
0.07500,-80.14153,-73.82902,0.95328,0.66051,0.06180,-0.52249,-13.42755,-76.17098,-0.84477,3.27470,0.05225,0.00000,0.00000,0.00000,0.00000,none
0.07917,-80.15660,-73.80827,0.94974,0.69450,0.06450,-0.57980,-14.08146,-76.19173,-0.84346,3.27473,0.05798,0.00000,0.00000,0.00000,0.00000,none
0.08333,-80.17232,-73.78896,0.94612,0.72821,0.06713,-0.63982,-14.72511,-76.21104,-0.84224,3.27476,0.06398,0.00000,0.00000,0.00000,0.00000,none
0.08750,-80.18865,-73.77111,0.94243,0.76161,0.06971,-0.70250,-15.35846,-76.22889,-0.84111,3.27478,0.07025,0.00000,0.00000,0.00000,0.00000,none
0.09167,-80.20559,-73.75473,0.93867,0.79471,0.07222,-0.76779,-15.98146,-76.24527,-0.84007,3.27480,0.07678,0.00000,0.00000,0.00000,0.00000,none
0.09583,-80.22313,-73.73982,0.93483,0.82751,0.07468,-0.83566,-16.59407,-76.26018,-0.83913,3.27482,0.08357,0.00000,0.00000,0.00000,0.00000,none
0.10000,-80.24124,-73.72637,0.93092,0.86000,0.07708,-0.90606,-17.19628,-76.27363,-0.83828,3.27483,0.09061,0.00000,0.00000,0.00000,0.00000,none
0.10417,-80.25993,-73.71440,0.92693,0.89217,0.07943,-0.97895,-17.78804,-76.28560,-0.83753,3.27485,0.09790,0.00000,0.00000,0.00000,0.00000,none
0.10833,-80.27916,-73.70390,0.92287,0.92404,0.08173,-1.05428,-18.36935,-76.29610,-0.83686,3.27486,0.10543,0.00000,0.00000,0.00000,0.00000,none
0.11250,-80.29894,-73.69486,0.91875,0.95559,0.08397,-1.13201,-18.94018,-76.30514,-0.83629,3.27487,0.11320,0.00000,0.00000,0.00000,0.00000,none
0.11667,-80.31925,-73.68729,0.91455,0.98683,0.08617,-1.21210,-19.50054,-76.31271,-0.83581,3.27488,0.12121,0.00000,0.00000,0.00000,0.00000,none
0.12083,-80.34008,-73.68117,0.91028,1.01777,0.08832,-1.29450,-20.05041,-76.31883,-0.83543,3.27488,0.12945,0.00000,0.00000,0.00000,0.00000,none
0.12500,-80.36142,-73.67650,0.90595,1.04839,0.09043,-1.37918,-20.58979,-76.32350,-0.83513,3.27489,0.13792,0.00000,0.00000,0.00000,0.00000,none
0.12917,-80.38326,-73.67327,0.90156,1.07870,0.09249,-1.46607,-21.11871,-76.32673,-0.83493,3.27489,0.14661,0.00000,0.00000,0.00000,0.00000,none
0.13333,-80.40558,-73.67147,0.89710,1.10871,0.09451,-1.55515,-21.63715,-76.32853,-0.83481,3.27489,0.15552,0.00000,0.00000,0.00000,0.00000,none
0.13750,-80.42838,-73.67110,0.89258,1.13841,0.09649,-1.64637,-22.14516,-76.32890,-0.83479,3.27489,0.16464,0.00000,0.00000,0.00000,0.00000,none
0.14167,-80.45165,-73.67214,0.88799,1.16781,0.09843,-1.73968,-22.64274,-76.32786,-0.83486,3.27489,0.17397,0.00000,0.00000,0.00000,0.00000,none
0.14583,-80.47538,-73.67459,0.88335,1.19690,0.10033,-1.83504,-23.12993,-76.32541,-0.83501,3.27489,0.18350,0.00000,0.00000,0.00000,0.00000,none
0.15000,-80.49955,-73.67843,0.87865,1.22570,0.10219,-1.93241,-23.60675,-76.32157,-0.83525,3.27489,0.19324,0.00000,0.00000,0.00000,0.00000,none
0.15417,-80.52416,-73.68366,0.87390,1.25419,0.10401,-2.03175,-24.07325,-76.31634,-0.83558,3.27488,0.20318,0.00000,0.00000,0.00000,0.00000,none
0.15833,-80.54921,-73.69027,0.86909,1.28240,0.10580,-2.13301,-24.52947,-76.30973,-0.83600,3.27487,0.21330,0.00000,0.00000,0.00000,0.00000,none
0.16250,-80.57468,-73.69824,0.86423,1.31031,0.10755,-2.23615,-24.97545,-76.30176,-0.83651,3.27487,0.22361,0.00000,0.00000,0.00000,0.00000,none
0.16667,-80.60056,-73.70756,0.85932,1.33792,0.10926,-2.34112,-25.41125,-76.29244,-0.83709,3.27485,0.23411,0.00000,0.00000,0.00000,0.00000,none
0.17083,-80.62684,-73.71822,0.85436,1.36525,0.11095,-2.44789,-25.83693,-76.28178,-0.83777,3.27484,0.24479,0.00000,0.00000,0.00000,0.00000,none
0.17500,-80.65353,-73.73022,0.84935,1.39230,0.11260,-2.55642,-26.25255,-76.26978,-0.83853,3.27483,0.25564,0.00000,0.00000,0.00000,0.00000,none
0.17917,-80.68060,-73.74353,0.84430,1.41905,0.11422,-2.66665,-26.65816,-76.25647,-0.83937,3.27481,0.26667,0.00000,0.00000,0.00000,0.00000,none
0.18333,-80.70806,-73.75816,0.83920,1.44553,0.11581,-2.77856,-27.05386,-76.24184,-0.84029,3.27480,0.27786,0.00000,0.00000,0.00000,0.00000,none
0.18750,-80.73589,-73.77408,0.83406,1.47173,0.11736,-2.89209,-27.43970,-76.22592,-0.84130,3.27478,0.28921,0.00000,0.00000,0.00000,0.00000,none
0.19167,-80.76409,-73.79129,0.82888,1.49765,0.11889,-3.00721,-27.81577,-76.20871,-0.84238,3.27475,0.30072,0.00000,0.00000,0.00000,0.00000,none
0.19583,-80.79266,-73.80983,0.82365,1.52330,0.12039,-3.12387,-28.18215,-76.19017,-0.84355,3.27473,0.31239,0.00000,0.00000,0.00000,0.00000,none
0.20000,-80.82157,-73.82974,0.81836,1.54867,0.12186,-3.24204,-28.53893,-76.17026,-0.84481,3.27470,0.32420,0.00000,0.00000,0.00000,0.00000,none
0.20417,-80.85084,-73.85100,0.81302,1.57378,0.12331,-3.36168,-28.88621,-76.14900,-0.84615,3.27467,0.33617,0.00000,0.00000,0.00000,0.00000,none
0.20833,-80.88045,-73.87359,0.80763,1.59862,0.12472,-3.48275,-29.22407,-76.12641,-0.84758,3.27464,0.34827,0.00000,0.00000,0.00000,0.00000,none
0.21250,-80.91039,-73.89751,0.80219,1.62320,0.12611,-3.60520,-29.55262,-76.10249,-0.84909,3.27461,0.36052,0.00000,0.00000,0.00000,0.00000,none
0.21667,-80.94066,-73.92275,0.79671,1.64751,0.12748,-3.72901,-29.87196,-76.07725,-0.85069,3.27457,0.37290,0.00000,0.00000,0.00000,0.00000,none
0.22083,-80.97125,-73.94928,0.79117,1.67157,0.12882,-3.85412,-30.18220,-76.05072,-0.85236,3.27453,0.38541,0.00000,0.00000,0.00000,0.00000,none
0.22500,-81.00217,-73.97710,0.78560,1.69536,0.13013,-3.98051,-30.48345,-76.02290,-0.85412,3.27448,0.39805,0.00000,0.00000,0.00000,0.00000,none
0.22917,-81.03339,-74.00620,0.77998,1.71891,0.13143,-4.10814,-30.77582,-75.99380,-0.85595,3.27441,0.41081,0.00000,0.00000,0.00000,0.00000,none
0.23333,-81.06491,-74.03655,0.77432,1.74220,0.13269,-4.23697,-31.05943,-75.96345,-0.85785,3.27427,0.42370,0.00000,0.00000,0.00000,0.00000,none
0.23750,-81.09674,-74.06815,0.76862,1.76524,0.13394,-4.36696,-31.33438,-75.93185,-0.85982,3.27412,0.43670,0.00000,0.00000,0.00000,0.00000,none
0.24167,-81.12886,-74.10099,0.76289,1.78803,0.13516,-4.49808,-31.60079,-75.89901,-0.86186,3.27396,0.44981,0.00000,0.00000,0.00000,0.00000,none
0.24583,-81.16127,-74.13504,0.75712,1.81058,0.13635,-4.63029,-31.85881,-75.86496,-0.86399,3.27379,0.46303,0.00000,0.00000,0.00000,0.00000,none
0.25000,-81.19397,-74.17030,0.75131,1.83289,0.13753,-4.76355,-32.10855,-75.82970,-0.86618,3.27362,0.47636,0.00000,0.00000,0.00000,0.00000,none
0.25417,-81.22694,-74.20675,0.74548,1.85495,0.13868,-4.89785,-32.35015,-75.79325,-0.86846,3.27343,0.48978,0.00000,0.00000,0.00000,0.00000,none
0.25833,-81.26018,-74.24438,0.73961,1.87678,0.13982,-5.03313,-32.58375,-75.75562,-0.87080,3.27324,0.50331,0.00000,0.00000,0.00000,0.00000,none
0.26250,-81.29369,-74.28318,0.73371,1.89837,0.14093,-5.16937,-32.80948,-75.71682,-0.87322,3.27305,0.51694,0.00000,0.00000,0.00000,0.00000,none
0.26667,-81.32747,-74.32312,0.72779,1.91972,0.14202,-5.30653,-33.02749,-75.67688,-0.87571,3.27284,0.53065,0.00000,0.00000,0.00000,0.00000,none
0.27083,-81.36150,-74.36420,0.72184,1.94084,0.14309,-5.44458,-33.23791,-75.63580,-0.87827,3.27263,0.54446,0.00000,0.00000,0.00000,0.00000,none
0.27500,-81.39579,-74.40641,0.71586,1.96174,0.14414,-5.58350,-33.44090,-75.59359,-0.88091,3.27241,0.55835,0.00000,0.00000,0.00000,0.00000,none
0.27917,-81.43032,-74.44973,0.70986,1.98241,0.14517,-5.72325,-33.63659,-75.55027,-0.88361,3.27218,0.57232,0.00000,0.00000,0.00000,0.00000,none
0.28333,-81.46510,-74.49414,0.70385,2.00285,0.14618,-5.86380,-33.82515,-75.50586,-0.88638,3.27194,0.58638,0.00000,0.00000,0.00000,0.00000,none
0.28750,-81.50011,-74.53963,0.69781,2.02307,0.14717,-6.00512,-34.00672,-75.46037,-0.88921,3.27169,0.60051,0.00000,0.00000,0.00000,0.00000,none
0.29167,-81.53536,-74.58619,0.69175,2.04307,0.14814,-6.14718,-34.18146,-75.41381,-0.89212,3.27143,0.61472,0.00000,0.00000,0.00000,0.00000,none
0.29583,-81.57084,-74.63380,0.68567,2.06285,0.14909,-6.28995,-34.34952,-75.36620,-0.89508,3.27117,0.62900,0.00000,0.00000,0.00000,0.00000,none
0.30000,-81.60654,-74.68245,0.67958,2.08241,0.15002,-6.43341,-34.51106,-75.31755,-0.89812,3.27090,0.64334,0.00000,0.00000,0.00000,0.00000,none
0.30417,-81.64247,-74.73212,0.67347,2.10176,0.15093,-6.57753,-34.66623,-75.26788,-0.90121,3.27061,0.65775,0.00000,0.00000,0.00000,0.00000,none
0.30833,-81.67861,-74.78281,0.66735,2.12090,0.15183,-6.72229,-34.81521,-75.21719,-0.90437,3.27032,0.67223,0.00000,0.00000,0.00000,0.00000,none
0.31250,-81.71496,-74.83450,0.66122,2.13982,0.15270,-6.86765,-34.95815,-75.16550,-0.90760,3.27002,0.68677,0.00000,0.00000,0.00000,0.00000,none
0.31667,-81.75151,-74.88716,0.65507,2.15854,0.15356,-7.01360,-35.09521,-75.11284,-0.91088,3.26971,0.70136,0.00000,0.00000,0.00000,0.00000,none
0.32083,-81.78827,-74.94080,0.64892,2.17705,0.15440,-7.16011,-35.22656,-75.05920,-0.91423,3.26940,0.71601,0.00000,0.00000,0.00000,0.00000,none
0.32500,-81.82523,-74.99539,0.64275,2.19536,0.15522,-7.30715,-35.35237,-75.00461,-0.91763,3.26907,0.73071,0.00000,0.00000,0.00000,0.00000,none
0.32917,-81.86238,-75.05092,0.63658,2.21347,0.15602,-7.45470,-35.47279,-74.94908,-0.92109,3.26873,0.74547,0.00000,0.00000,0.00000,0.00000,none
0.33333,-81.89972,-75.10738,0.63041,2.23138,0.15680,-7.60275,-35.58801,-74.89262,-0.92461,3.26838,0.76027,0.00000,0.00000,0.00000,0.00000,none
0.33750,-81.93725,-75.16475,0.62422,2.24908,0.15757,-7.75126,-35.69818,-74.83525,-0.92819,3.26803,0.77513,0.00000,0.00000,0.00000,0.00000,none
0.34167,-81.97496,-75.22302,0.61804,2.26660,0.15832,-7.90022,-35.80347,-74.77698,-0.93182,3.26766,0.79002,0.00000,0.00000,0.00000,0.00000,none
0.34583,-82.01284,-75.28218,0.61185,2.28391,0.15905,-8.04962,-35.90406,-74.71782,-0.93551,3.26729,0.80496,0.00000,0.00000,0.00000,0.00000,none
0.35000,-82.05090,-75.34221,0.60566,2.30104,0.15976,-8.19942,-36.00012,-74.65779,-0.93925,3.26690,0.81994,0.00000,0.00000,0.00000,0.00000,none
0.35417,-82.08912,-75.40309,0.59947,2.31797,0.16046,-8.34961,-36.09182,-74.59691,-0.94305,3.26650,0.83496,0.00000,0.00000,0.00000,0.00000,none
0.35833,-82.12751,-75.46482,0.59327,2.33472,0.16113,-8.50018,-36.17933,-74.53518,-0.94690,3.26610,0.85002,0.00000,0.00000,0.00000,0.00000,none
0.36250,-82.16605,-75.52738,0.58708,2.35128,0.16179,-8.65110,-36.26281,-74.47262,-0.95080,3.26568,0.86511,0.00000,0.00000,0.00000,0.00000,none
0.36667,-82.20476,-75.59075,0.58089,2.36765,0.16244,-8.80236,-36.34245,-74.40925,-0.95475,3.26525,0.88024,0.00000,0.00000,0.00000,0.00000,none
0.37083,-82.24361,-75.65493,0.57471,2.38384,0.16306,-8.95395,-36.41842,-74.34507,-0.95875,3.26482,0.89539,0.00000,0.00000,0.00000,0.00000,none
0.37500,-82.28261,-75.71989,0.56852,2.39985,0.16367,-9.10584,-36.49089,-74.28011,-0.96280,3.26437,0.91058,0.00000,0.00000,0.00000,0.00000,none
0.37917,-82.32175,-75.78563,0.56234,2.41567,0.16426,-9.25803,-36.56003,-74.21437,-0.96690,3.26391,0.92580,0.00000,0.00000,0.00000,0.00000,none
0.38333,-82.36104,-75.85212,0.55617,2.43132,0.16483,-9.41051,-36.62602,-74.14788,-0.97105,3.26345,0.94105,0.00000,0.00000,0.00000,0.00000,none
0.38750,-82.40045,-75.91937,0.55000,2.44680,0.16538,-9.56325,-36.68902,-74.08063,-0.97524,3.26297,0.95632,0.00000,0.00000,0.00000,0.00000,none
0.39167,-82.44000,-75.98734,0.54384,2.46210,0.16592,-9.71624,-36.74922,-74.01266,-0.97948,3.26248,0.97162,0.00000,0.00000,0.00000,0.00000,none
0.39583,-82.47967,-76.05604,0.53769,2.47722,0.16644,-9.86949,-36.80677,-73.94396,-0.98368,3.26172,0.98695,0.00000,0.00000,0.00000,0.00000,none
0.40000,-82.51947,-76.12545,0.53155,2.49217,0.16694,-10.02296,-36.86182,-73.87455,-0.98791,3.26089,1.00230,0.00000,0.00000,0.00000,0.00000,none
0.40417,-82.55938,-76.19556,0.52541,2.50695,0.16742,-10.17667,-36.91450,-73.80444,-0.99218,3.26006,1.01767,0.00000,0.00000,0.00000,0.00000,none
0.40833,-82.59940,-76.26635,0.51928,2.52156,0.16789,-10.33058,-36.96486,-73.73365,-0.99650,3.25921,1.03306,0.00000,0.00000,0.00000,0.00000,none
0.41250,-82.63954,-76.33781,0.51317,2.53600,0.16834,-10.48470,-37.01292,-73.66219,-1.00085,3.25835,1.04847,0.00000,0.00000,0.00000,0.00000,none
0.41667,-82.67978,-76.40992,0.50706,2.55027,0.16877,-10.63902,-37.05870,-73.59008,-1.00524,3.25748,1.06390,0.00000,0.00000,0.00000,0.00000,none
0.42083,-82.72012,-76.48268,0.50097,2.56438,0.16918,-10.79352,-37.10224,-73.51732,-1.00968,3.25660,1.07935,0.00000,0.00000,0.00000,0.00000,none
0.42500,-82.76055,-76.55606,0.49489,2.57832,0.16957,-10.94820,-37.14356,-73.44394,-1.01415,3.25571,1.09482,0.00000,0.00000,0.00000,0.00000,none
0.42917,-82.80108,-76.63007,0.48882,2.59210,0.16995,-11.10305,-37.18268,-73.36993,-1.01866,3.25480,1.11030,0.00000,0.00000,0.00000,0.00000,none
0.43333,-82.84170,-76.70467,0.48277,2.60572,0.17031,-11.25805,-37.21963,-73.29533,-1.02320,3.25389,1.12581,0.00000,0.00000,0.00000,0.00000,none
0.43750,-82.88240,-76.77986,0.47673,2.61918,0.17065,-11.41321,-37.25443,-73.22014,-1.02779,3.25297,1.14132,0.00000,0.00000,0.00000,0.00000,none
0.44167,-82.92318,-76.85563,0.47070,2.63249,0.17097,-11.56851,-37.28710,-73.14437,-1.03240,3.25203,1.15685,0.00000,0.00000,0.00000,0.00000,none
0.44583,-82.96403,-76.93196,0.46469,2.64563,0.17128,-11.72393,-37.31768,-73.06804,-1.03705,3.25109,1.17239,0.00000,0.00000,0.00000,0.00000,none
0.45000,-83.00495,-77.00884,0.45869,2.65862,0.17157,-11.87948,-37.34618,-72.99116,-1.04174,3.25014,1.18795,0.00000,0.00000,0.00000,0.00000,none
0.45417,-83.04595,-77.08625,0.45271,2.67146,0.17183,-12.03515,-37.37262,-72.91375,-1.04646,3.24917,1.20351,0.00000,0.00000,0.00000,0.00000,none
0.45833,-83.08700,-77.16419,0.44674,2.68415,0.17208,-12.19092,-37.39704,-72.83581,-1.05120,3.24820,1.21909,0.00000,0.00000,0.00000,0.00000,none
0.46250,-83.12811,-77.24263,0.44080,2.69669,0.17232,-12.34679,-37.41944,-72.75737,-1.05598,3.24722,1.23468,0.00000,0.00000,0.00000,0.00000,none
0.46667,-83.16927,-77.32157,0.43486,2.70908,0.17253,-12.50274,-37.43986,-72.67843,-1.06079,3.24622,1.25027,0.00000,0.00000,0.00000,0.00000,none
0.47083,-83.21048,-77.40100,0.42895,2.72132,0.17273,-12.65878,-37.45831,-72.59900,-1.06563,3.24522,1.26588,0.00000,0.00000,0.00000,0.00000,none
0.47500,-83.25174,-77.48089,0.42305,2.73341,0.17290,-12.81489,-37.47482,-72.51911,-1.07050,3.24421,1.28149,0.00000,0.00000,0.00000,0.00000,none
0.47917,-83.29304,-77.56125,0.41717,2.74536,0.17306,-12.97107,-37.48941,-72.43875,-1.07540,3.24318,1.29711,0.00000,0.00000,0.00000,0.00000,none
0.48333,-83.33437,-77.64203,0.41131,2.75717,0.17320,-13.12730,-37.50209,-72.35797,-1.08032,3.24215,1.31273,0.00000,0.00000,0.00000,0.00000,none
0.48750,-83.37574,-77.72321,0.40548,2.76883,0.17333,-13.28359,-37.51290,-72.27679,-1.08527,3.24111,1.32836,0.00000,0.00000,0.00000,0.00000,none
0.49167,-83.41713,-77.80476,0.39966,2.78036,0.17343,-13.43991,-37.52184,-72.19524,-1.09024,3.24006,1.34399,0.00000,0.00000,0.00000,0.00000,none
0.49583,-83.45854,-77.88669,0.39387,2.79174,0.17352,-13.59627,-37.52895,-72.11331,-1.09523,3.23901,1.35963,0.00000,0.00000,0.00000,0.00000,none
0.50000,-83.49997,-77.96898,0.38811,2.80299,0.17358,-13.75265,-37.53424,-72.03102,-1.10024,3.23794,1.37526,0.00000,0.00000,0.00000,0.00000,none
0.50417,-83.54142,-78.05162,0.38237,2.81410,0.17363,-13.90905,-37.53772,-71.94838,-1.10517,3.23656,1.39090,0.00000,0.00000,0.00000,0.00000,none
0.50833,-83.58288,-78.13461,0.37665,2.82507,0.17366,-14.06546,-37.53936,-71.86539,-1.11006,3.23499,1.40655,0.00000,0.00000,0.00000,0.00000,none
0.51250,-83.62434,-78.21794,0.37095,2.83590,0.17367,-14.22187,-37.53918,-71.78206,-1.11497,3.23342,1.42219,0.00000,0.00000,0.00000,0.00000,none
0.51667,-83.66580,-78.30159,0.36527,2.84660,0.17366,-14.37828,-37.53720,-71.69841,-1.11989,3.23184,1.43783,0.00000,0.00000,0.00000,0.00000,none
0.52083,-83.70725,-78.38556,0.35962,2.85717,0.17364,-14.53468,-37.53344,-71.61444,-1.12484,3.23026,1.45347,0.00000,0.00000,0.00000,0.00000,none
0.52500,-83.74870,-78.46984,0.35399,2.86760,0.17359,-14.69106,-37.52792,-71.53016,-1.12980,3.22867,1.46911,0.00000,0.00000,0.00000,0.00000,none
0.52917,-83.79013,-78.55441,0.34838,2.87790,0.17352,-14.84741,-37.52067,-71.44559,-1.13478,3.22707,1.48474,0.00000,0.00000,0.00000,0.00000,none
0.53333,-83.83155,-78.63927,0.34279,2.88807,0.17344,-15.00373,-37.51169,-71.36073,-1.13978,3.22547,1.50037,0.00000,0.00000,0.00000,0.00000,none
0.53750,-83.87294,-78.72440,0.33723,2.89811,0.17334,-15.16001,-37.50101,-71.27560,-1.14479,3.22386,1.51600,0.00000,0.00000,0.00000,0.00000,none
0.54167,-83.91431,-78.80980,0.33168,2.90802,0.17321,-15.31624,-37.48865,-71.19020,-1.14982,3.22225,1.53162,0.00000,0.00000,0.00000,0.00000,none
0.54583,-83.95565,-78.89545,0.32616,2.91781,0.17307,-15.47241,-37.47462,-71.10455,-1.15486,3.22064,1.54724,0.00000,0.00000,0.00000,0.00000,none
0.55000,-83.99695,-78.98134,0.32066,2.92747,0.17291,-15.62852,-37.45895,-71.01866,-1.15992,3.21902,1.56285,0.00000,0.00000,0.00000,0.00000,none
0.55417,-84.03821,-79.06746,0.31518,2.93700,0.17273,-15.78457,-37.44165,-70.93254,-1.16499,3.21740,1.57846,0.00000,0.00000,0.00000,0.00000,none
0.55833,-84.07942,-79.15381,0.30972,2.94641,0.17253,-15.94053,-37.42275,-70.84619,-1.17007,3.21577,1.59405,0.00000,0.00000,0.00000,0.00000,none
0.56250,-84.12058,-79.24037,0.30428,2.95571,0.17232,-16.09642,-37.40225,-70.75963,-1.17517,3.21414,1.60964,0.00000,0.00000,0.00000,0.00000,none
0.56667,-84.16169,-79.32713,0.29886,2.96488,0.17208,-16.25222,-37.38018,-70.67287,-1.18028,3.21250,1.62522,0.00000,0.00000,0.00000,0.00000,none
0.57083,-84.20274,-79.41407,0.29346,2.97393,0.17182,-16.40792,-37.35655,-70.58593,-1.18540,3.21086,1.64079,0.00000,0.00000,0.00000,0.00000,none
0.57500,-84.24373,-79.50120,0.28808,2.98286,0.17155,-16.56352,-37.33138,-70.49880,-1.19053,3.20921,1.65635,0.00000,0.00000,0.00000,0.00000,none
0.57917,-84.28465,-79.58850,0.28272,2.99168,0.17125,-16.71901,-37.30469,-70.41150,-1.19567,3.20757,1.67190,0.00000,0.00000,0.00000,0.00000,none
0.58333,-84.32549,-79.67596,0.27738,3.00038,0.17094,-16.87439,-37.27650,-70.32404,-1.20082,3.20591,1.68744,0.00000,0.00000,0.00000,0.00000,none
0.58750,-84.36626,-79.76357,0.27206,3.00896,0.17060,-17.02965,-37.24681,-70.23643,-1.20598,3.20426,1.70296,0.00000,0.00000,0.00000,0.00000,none
0.59167,-84.40695,-79.85132,0.26676,3.01743,0.17025,-17.18478,-37.21566,-70.14868,-1.21115,3.20260,1.71848,0.00000,0.00000,0.00000,0.00000,none
0.59583,-84.44755,-79.93920,0.26148,3.02579,0.16988,-17.33978,-37.18304,-70.06080,-1.21632,3.20094,1.73398,0.00000,0.00000,0.00000,0.00000,none
0.60000,-84.48806,-80.02719,0.25621,3.03404,0.16948,-17.49463,-37.14898,-69.97281,-1.22143,3.19910,1.74946,0.00000,0.00000,0.00000,0.00000,none
0.60417,-84.52847,-80.11531,0.25097,3.04218,0.16907,-17.64935,-37.11345,-69.88469,-1.22640,3.19687,1.76493,0.00000,0.00000,0.00000,0.00000,none
0.60833,-84.56878,-80.20353,0.24574,3.05020,0.16864,-17.80391,-37.07645,-69.79647,-1.23138,3.19465,1.78039,0.00000,0.00000,0.00000,0.00000,none
0.61250,-84.60899,-80.29185,0.24053,3.05811,0.16819,-17.95832,-37.03799,-69.70815,-1.23636,3.19242,1.79583,0.00000,0.00000,0.00000,0.00000,none
0.61667,-84.64908,-80.38026,0.23533,3.06591,0.16772,-18.11256,-36.99809,-69.61974,-1.24134,3.19020,1.81126,0.00000,0.00000,0.00000,0.00000,none
0.62083,-84.68907,-80.46874,0.23015,3.07360,0.16723,-18.26663,-36.95677,-69.53126,-1.24633,3.18798,1.82666,0.00000,0.00000,0.00000,0.00000,none
0.62500,-84.72893,-80.55729,0.22499,3.08118,0.16672,-18.42053,-36.91404,-69.44271,-1.25132,3.18576,1.84205,0.00000,0.00000,0.00000,0.00000,none
0.62917,-84.76867,-80.64590,0.21984,3.08866,0.16619,-18.57425,-36.86992,-69.35410,-1.25632,3.18354,1.85742,0.00000,0.00000,0.00000,0.00000,none
0.63333,-84.80828,-80.73456,0.21471,3.09603,0.16565,-18.72778,-36.82443,-69.26544,-1.26132,3.18133,1.87278,0.00000,0.00000,0.00000,0.00000,none
0.63750,-84.84776,-80.82325,0.20960,3.10330,0.16508,-18.88112,-36.77758,-69.17675,-1.26632,3.17911,1.88811,0.00000,0.00000,0.00000,0.00000,none
0.64167,-84.88710,-80.91197,0.20450,3.11046,0.16449,-19.03426,-36.72939,-69.08803,-1.27132,3.17691,1.90343,0.00000,0.00000,0.00000,0.00000,none
0.64583,-84.92630,-81.00070,0.19941,3.11752,0.16389,-19.18719,-36.67987,-68.99930,-1.27632,3.17470,1.91872,0.00000,0.00000,0.00000,0.00000,none
0.65000,-84.96535,-81.08944,0.19434,3.12448,0.16326,-19.33992,-36.62903,-68.91056,-1.28133,3.17250,1.93399,0.00000,0.00000,0.00000,0.00000,none
0.65417,-85.00425,-81.17818,0.18929,3.13134,0.16262,-19.49243,-36.57690,-68.82182,-1.28633,3.17030,1.94924,0.00000,0.00000,0.00000,0.00000,none
