t,TWA,AWA,u,v,r,phi,p,delta,deltaMax,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
60.45000,-88.97146,-67.42677,2.36428,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57323,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.45417,-88.97146,-67.42677,2.36428,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57323,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.45833,-88.97146,-67.42676,2.36428,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57324,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.46250,-88.97147,-67.42676,2.36428,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57324,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.46667,-88.97147,-67.42676,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57324,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.47083,-88.97147,-67.42675,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57325,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.47500,-88.97147,-67.42675,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57325,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.47917,-88.97148,-67.42675,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57325,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.48333,-88.97148,-67.42674,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57326,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.48750,-88.97148,-67.42674,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57326,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.49167,-88.97149,-67.42674,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57326,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.49583,-88.97149,-67.42673,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57327,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.50000,-88.97149,-67.42673,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57327,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.50417,-88.97149,-67.42673,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57327,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.50833,-88.97150,-67.42672,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57328,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.51250,-88.97150,-67.42672,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57328,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.51667,-88.97150,-67.42672,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57328,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.52083,-88.97150,-67.42671,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57329,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.52500,-88.97151,-67.42671,2.36429,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57329,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.52917,-88.97151,-67.42671,2.36430,0.05264,0.00001,-0.92443,0.00004,60.00000,60.00000,-172.57329,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.53333,-88.97151,-67.42670,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57330,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.53750,-88.97151,-67.42670,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57330,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.54167,-88.97152,-67.42670,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57330,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.54583,-88.97152,-67.42669,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57331,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.55000,-88.97152,-67.42669,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57331,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.55417,-88.97152,-67.42669,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57331,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.55833,-88.97153,-67.42668,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57332,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.56250,-88.97153,-67.42668,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57332,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.56667,-88.97153,-67.42668,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57332,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.57083,-88.97153,-67.42668,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57332,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.57500,-88.97154,-67.42667,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57333,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.57917,-88.97154,-67.42667,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57333,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.58333,-88.97154,-67.42667,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57333,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.58750,-88.97154,-67.42666,2.36430,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57334,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.59167,-88.97155,-67.42666,2.36431,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57334,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.59583,-88.97155,-67.42666,2.36431,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57334,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.60000,-88.97155,-67.42665,2.36431,0.05264,0.00001,-0.92443,0.00003,60.00000,60.00000,-172.57335,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.60417,-88.97155,-67.42665,2.36431,0.05264,0.00001,-0.92443,0.00002,60.00000,60.00000,-172.57335,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.60833,-88.97156,-67.42665,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57335,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.61250,-88.97156,-67.42664,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57336,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.61667,-88.97156,-67.42664,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57336,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.62083,-88.97156,-67.42664,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57336,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.62500,-88.97157,-67.42663,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57337,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.62917,-88.97157,-67.42663,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57337,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.63333,-88.97157,-67.42663,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57337,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.63750,-88.97157,-67.42663,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57337,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.64167,-88.97158,-67.42662,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57338,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.64583,-88.97158,-67.42662,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57338,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.65000,-88.97158,-67.42662,2.36431,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57338,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.65417,-88.97158,-67.42661,2.36432,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57339,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.65833,-88.97158,-67.42661,2.36432,0.05264,0.00001,-0.92442,0.00002,60.00000,60.00000,-172.57339,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.66250,-88.97159,-67.42661,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57339,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.66667,-88.97159,-67.42660,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57340,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.67083,-88.97159,-67.42660,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57340,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.67500,-88.97159,-67.42660,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57340,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.67917,-88.97160,-67.42660,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57340,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.68333,-88.97160,-67.42659,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57341,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.68750,-88.97160,-67.42659,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57341,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.69167,-88.97160,-67.42659,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57341,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.69583,-88.97161,-67.42658,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57342,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.70000,-88.97161,-67.42658,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57342,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.70417,-88.97161,-67.42658,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57342,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.70833,-88.97161,-67.42657,2.36432,0.05264,0.00001,-0.92442,0.00001,60.00000,60.00000,-172.57343,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.71250,-88.97162,-67.42657,2.36432,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57343,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.71667,-88.97162,-67.42657,2.36432,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57343,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.72083,-88.97162,-67.42657,2.36432,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57343,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.72500,-88.97162,-67.42656,2.36433,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57344,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.72917,-88.97162,-67.42656,2.36433,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57344,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.73333,-88.97163,-67.42656,2.36433,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57344,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.73750,-88.97163,-67.42655,2.36433,0.05264,0.00001,-0.92442,0.00000,60.00000,60.00000,-172.57345,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.74167,-88.97163,-67.42655,2.36433,0.05264,0.00001,-0.92442,-0.00000,60.00000,60.00000,-172.57345,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.74583,-88.97163,-67.42655,2.36433,0.05264,0.00001,-0.92442,-0.00000,60.00000,60.00000,-172.57345,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.75000,-88.97164,-67.42655,2.36433,0.05264,0.00001,-0.92442,-0.00000,60.00000,60.00000,-172.57345,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.75417,-88.97164,-67.42654,2.36433,0.05264,0.00001,-0.92442,-0.00000,60.00000,60.00000,-172.57346,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.75833,-88.97164,-67.42654,2.36433,0.05264,0.00001,-0.92442,-0.00000,60.00000,60.00000,-172.57346,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.76250,-88.97164,-67.42654,2.36433,0.05264,0.00001,-0.92442,-0.00000,60.00000,60.00000,-172.57346,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.76667,-88.97164,-67.42653,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57347,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.77083,-88.97165,-67.42653,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57347,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.77500,-88.97165,-67.42653,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57347,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.77917,-88.97165,-67.42653,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57347,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.78333,-88.97165,-67.42652,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57348,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.78750,-88.97166,-67.42652,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57348,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.79167,-88.97166,-67.42652,2.36433,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57348,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.79583,-88.97166,-67.42652,2.36434,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57348,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.80000,-88.97166,-67.42651,2.36434,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57349,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.80417,-88.97166,-67.42651,2.36434,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57349,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.80833,-88.97167,-67.42651,2.36434,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57349,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.81250,-88.97167,-67.42650,2.36434,0.05264,0.00001,-0.92442,-0.00001,60.00000,60.00000,-172.57350,-0.22835,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.81667,-88.97167,-67.42650,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57350,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.82083,-88.97167,-67.42650,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57350,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.82500,-88.97167,-67.42650,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57350,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.82917,-88.97168,-67.42649,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57351,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.83333,-88.97168,-67.42649,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57351,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.83750,-88.97168,-67.42649,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57351,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.84167,-88.97168,-67.42649,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57351,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.84583,-88.97169,-67.42648,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57352,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.85000,-88.97169,-67.42648,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57352,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.85417,-88.97169,-67.42648,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57352,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.85833,-88.97169,-67.42647,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57353,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.86250,-88.97169,-67.42647,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57353,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.86667,-88.97170,-67.42647,2.36434,0.05264,0.00001,-0.92442,-0.00002,60.00000,60.00000,-172.57353,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.87083,-88.97170,-67.42647,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57353,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.87500,-88.97170,-67.42646,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57354,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.87917,-88.97170,-67.42646,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57354,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.88333,-88.97170,-67.42646,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57354,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.88750,-88.97171,-67.42646,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57354,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.89167,-88.97171,-67.42645,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57355,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.89583,-88.97171,-67.42645,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57355,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.90000,-88.97171,-67.42645,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57355,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.90417,-88.97171,-67.42645,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57355,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.90833,-88.97172,-67.42644,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57356,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.91250,-88.97172,-67.42644,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57356,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.91667,-88.97172,-67.42644,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57356,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.92083,-88.97172,-67.42644,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57356,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.92500,-88.97172,-67.42643,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57357,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.92917,-88.97173,-67.42643,2.36435,0.05264,0.00001,-0.92443,-0.00003,60.00000,60.00000,-172.57357,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.93333,-88.97173,-67.42643,2.36435,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57357,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.93750,-88.97173,-67.42643,2.36435,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57357,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.94167,-88.97173,-67.42642,2.36435,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57358,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.94583,-88.97173,-67.42642,2.36435,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57358,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.95000,-88.97174,-67.42642,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57358,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.95417,-88.97174,-67.42642,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57358,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.95833,-88.97174,-67.42641,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57359,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.96250,-88.97174,-67.42641,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57359,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.96667,-88.97174,-67.42641,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57359,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.97083,-88.97175,-67.42641,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57359,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.97500,-88.97175,-67.42640,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57360,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.97917,-88.97175,-67.42640,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57360,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.98333,-88.97175,-67.42640,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57360,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.98750,-88.97175,-67.42640,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57360,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.99167,-88.97176,-67.42639,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57361,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
60.99583,-88.97176,-67.42639,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57361,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.00000,-88.97176,-67.42639,2.36436,0.05264,0.00001,-0.92443,-0.00004,60.00000,60.00000,-172.57361,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.00417,-88.97176,-67.42639,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57361,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.00833,-88.97176,-67.42638,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57362,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.01250,-88.97177,-67.42638,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57362,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.01667,-88.97177,-67.42638,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57362,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.02083,-88.97177,-67.42638,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57362,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.02500,-88.97177,-67.42637,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57363,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.02917,-88.97177,-67.42637,2.36436,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57363,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.03333,-88.97177,-67.42637,2.36437,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57363,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
61.03750,-88.97178,-67.42637,2.36437,0.05264,0.00001,-0.92443,-0.00005,60.00000,60.00000,-172.57363,-0.22834,0.04941,0.09244,0.00000,0.00000,0.20000,0.00000,none
